prov_ubi;cant_ubi;parr_ubi;area_ubi;clase;tipo;entidad;sector;dotmedic;dismedic;dotcirug;discirug;dotginob;disginob;dotped;disped;dotneon;disneon;dotcardi;discardi;dotneumo;disneumo;dotpsiqu;dispsiqu;dottraum;distraum;dotinfec;disinfec;dotofta;disofta;dotootorri;disootorri;doturolo;disurolo;dotgast;disgast;dotquem;disquem;dotneuro;disneuro;dotnefro;disnefro;dotonco;disonco;dothema;dishema;dototrse;disotrse;dotserin;disserin;camas_dnor;camas_disp;dotemerg;dotcinteadult;dotcintepediatri;dotcinteneonat;dotcintrm;dotcrecup;dototrapo;dia_estad;dias_cdis;totegres;falmen48;falmas48
02;0201;020150;1;1;5;6;1;7;6;10;8;7;7;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;27;28;14;0;0;0;0;0;0;3998;9882;1052;2;3
08;0801;080104;1;1;5;3;1;6;6;4;4;4;4;2;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;743;6550;188;0;1
22;2201;220150;1;1;5;3;1;10;10;3;3;2;2;3;3;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;0;0;0;0;0;0;0;768;7320;118;0;2
12;1205;120502;1;1;5;18;2;1;1;2;2;10;6;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;12;3;0;0;0;0;0;0;530;4392;520;0;0
05;0501;050102;1;1;5;6;1;21;21;15;15;14;11;14;14;8;8;2;2;0;0;0;0;13;13;0;0;0;0;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;5;5;0;0;95;92;16;5;0;0;0;8;0;15728;33550;3632;18;52
23;2301;230102;1;1;5;18;2;3;3;3;3;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;1;0;0;0;0;1;0;107;4392;32;1;0
18;1801;180109;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;10;10;1;0;0;0;0;2;1;217;3660;112;0;0
07;0707;070701;1;1;5;18;2;0;0;1;1;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;1;0;0;0;0;0;0;400;2196;209;0;0
13;1312;131250;1;1;5;1;1;4;4;3;3;4;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;5;0;0;0;0;0;0;1541;5490;760;7;5
13;1303;130302;1;1;5;17;3;1;1;1;1;1;1;4;4;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;265;2928;209;0;0
12;1210;121050;1;1;5;18;2;4;4;4;4;5;5;3;3;3;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;24;24;0;0;0;0;0;0;0;1579;8784;1069;2;2
05;0502;050202;1;1;5;18;2;8;8;1;1;4;4;2;2;3;3;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19;19;0;0;0;0;0;0;0;524;6954;273;0;1
05;0505;050550;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;0;0;339;2928;208;0;1
12;1205;120501;1;1;5;18;2;8;8;2;2;2;2;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;0;0;0;0;0;0;0;1198;6205;401;2;1
18;1801;180105;1;1;5;18;2;1;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;0;0;0;0;20;20;2;2;0;0;0;1;2;856;7320;475;0;0
06;0601;060101;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;8;8;0;0;0;0;0;0;0;903;2928;515;0;1
18;1801;180163;2;1;5;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;17;17;1;0;0;0;0;1;0;455;6222;212;2;0
18;1801;180109;1;1;5;18;2;0;0;0;0;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;702;2928;382;0;0
23;2301;230102;1;1;5;18;2;1;1;2;2;2;2;2;2;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;0;0;0;0;0;0;0;94;4518;63;0;0
02;0201;020102;1;32;1;18;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;6;6;0;0;0;0;0;0;0;412;2196;227;1;0
18;1801;180109;1;1;5;18;2;3;3;5;5;2;2;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;13;1;1;1;0;0;0;0;607;4758;565;2;1
09;0910;091050;1;1;5;18;2;0;0;0;0;3;3;5;5;4;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;18;31;31;3;2;0;0;0;3;0;1205;11346;547;6;4
12;1205;120501;1;1;5;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;10;10;2;2;0;0;0;0;0;129;3660;77;1;0
18;1801;180107;1;1;5;18;2;0;0;0;0;0;0;2;1;2;2;0;0;0;0;0;0;0;0;8;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;11;18;19;2;4;0;0;0;2;0;1534;6920;696;1;8
09;0901;090102;1;1;5;11;1;78;46;0;0;0;0;0;0;0;0;0;0;0;0;48;28;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;126;74;7;0;0;0;0;0;0;4249;46116;748;11;13
01;0101;010105;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;11;11;2;0;0;0;0;2;2;1807;4026;494;2;16
09;0901;090112;1;2;1;18;2;49;49;0;0;11;11;36;36;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;101;101;0;0;0;0;0;0;0;12882;36966;2609;9;56
11;1101;110101;1;2;1;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;29;31;31;5;3;0;0;0;0;0;4712;11346;2024;3;18
17;1701;170129;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;7;3;0;0;0;0;1;1;536;2562;302;1;0
17;1701;170106;1;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51;37;0;0;51;37;3;0;0;0;0;0;0;8830;13528;995;57;150
09;0901;090104;1;11;1;1;1;54;69;28;29;6;7;0;0;0;0;22;22;0;0;0;0;23;22;4;4;0;0;0;0;6;6;20;21;0;0;12;17;12;14;12;12;18;15;33;38;0;0;250;276;31;21;0;0;12;0;27;79527;101335;7903;161;888
17;1701;170113;1;11;1;1;1;37;32;43;34;9;9;0;0;0;0;16;16;20;7;0;0;57;36;0;0;12;5;9;4;18;18;18;18;0;0;46;38;22;19;25;25;12;12;81;113;0;0;425;386;38;23;0;0;0;0;17;82099;140998;10229;61;331
17;1701;170113;1;11;1;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;199;133;199;133;9;7;0;6;0;18;0;34068;48611;5314;19;197
09;0901;090114;1;11;1;6;1;11;7;40;29;31;30;0;0;20;20;31;27;14;10;15;12;31;22;8;6;8;7;9;8;15;13;28;18;0;0;22;19;9;7;20;14;30;15;26;19;0;0;368;283;43;39;0;28;30;36;3;83775;116181;14015;18;192
09;0901;090112;1;2;1;13;3;0;0;0;0;91;91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;91;91;8;9;0;0;0;26;0;22652;33306;6988;0;5
12;1201;120101;1;32;1;18;2;0;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;8;8;1;0;0;0;0;1;0;143;2928;143;0;0
12;1210;121050;1;32;1;18;2;0;0;7;7;6;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;17;17;2;0;0;0;1;0;0;338;6222;285;1;0
09;0908;090850;1;32;1;18;2;2;2;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;358;3660;317;0;0
12;1207;120750;1;32;1;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;9;9;0;0;0;0;0;0;0;35;3294;33;0;0
12;1210;121050;1;32;1;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;17;17;2;0;0;0;0;0;1;367;6282;306;3;0
12;1205;120504;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;12;0;0;0;0;0;0;0;12;4392;12;0;0
12;1210;121050;1;32;1;18;2;7;7;1;1;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;1;2;0;0;0;0;0;122;4026;100;0;0
12;1210;121050;1;32;1;18;2;0;0;0;0;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;9;12;12;0;0;0;0;0;0;0;31;4404;31;1;0
12;1208;120802;1;32;1;18;2;0;0;3;3;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;1100;2562;638;1;0
13;1304;130401;1;1;5;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;0;0;0;0;0;0;0;151;2196;94;0;0
09;0908;090850;1;32;1;18;2;8;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0;0;0;228;2928;226;0;0
09;0921;092150;1;32;1;17;3;0;0;0;0;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;0;0;0;0;0;0;0;82;5490;36;0;0
12;1205;120501;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;12;12;0;2;0;0;0;0;1;224;4402;166;0;0
23;2301;230105;1;32;1;18;2;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;4;4;0;0;0;0;0;0;0;182;1464;146;0;0
09;0919;091950;1;32;1;18;2;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;11;11;0;0;0;0;0;0;0;176;4026;121;1;0
07;0701;070101;1;12;3;18;2;4;4;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;10;10;0;0;0;0;0;0;0;92;3660;92;0;0
12;1208;120850;1;32;1;18;2;9;9;5;5;2;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;17;2;0;0;0;0;1;0;2080;6222;1244;0;0
12;1204;120452;2;32;1;18;2;4;4;3;3;4;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;0;0;0;0;0;0;0;489;3660;173;0;2
09;0916;091650;1;32;1;18;2;4;4;2;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;281;2562;230;1;0
12;1201;120102;1;32;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;1;0;0;0;0;1;0;90;1464;57;0;0
17;1701;170157;2;2;1;18;2;12;13;9;7;10;9;15;12;4;4;4;4;3;5;2;2;7;8;0;0;2;2;3;4;3;3;3;3;0;0;4;1;2;2;3;3;0;0;0;0;0;0;86;82;18;8;4;4;4;6;0;11709;29930;3024;8;47
09;0901;090112;1;5;1;13;3;0;0;0;0;0;0;94;89;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;0;0;0;0;0;0;0;0;54;54;0;0;187;182;35;0;39;53;65;16;1;88866;63499;9697;38;219
06;0601;060101;1;1;5;18;2;10;10;9;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;23;23;1;5;0;0;3;1;0;4230;8418;1610;6;17
02;0201;020102;1;2;1;1;1;22;9;23;13;35;35;20;11;10;10;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;110;115;8;0;0;0;2;4;6;14496;42353;3910;28;91
18;1801;180101;1;2;1;6;1;37;37;32;31;36;36;30;30;15;15;4;4;0;0;1;1;26;26;0;0;0;1;3;3;12;12;2;2;0;0;8;8;8;8;0;0;0;0;3;3;0;0;217;217;15;8;0;7;21;11;70;43879;79422;8288;86;358
24;2403;240352;2;2;1;18;2;10;10;10;10;6;6;6;6;5;5;1;1;1;1;0;0;4;4;1;1;1;1;1;1;2;2;2;2;0;0;2;0;3;3;0;0;0;0;0;0;0;0;55;53;9;5;5;0;12;2;4;8258;19398;2065;47;72
23;2301;230106;1;2;1;18;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;19;16;0;0;0;0;0;0;0;1728;5856;859;4;7
09;0901;090112;1;2;1;6;1;89;88;53;20;60;21;60;20;10;2;4;1;0;0;0;0;59;22;0;0;0;0;2;0;12;3;15;5;0;0;0;0;0;0;0;0;0;0;39;12;0;0;403;194;59;29;0;0;11;0;0;41501;71780;8375;44;302
17;1701;170128;1;2;1;6;1;0;0;0;0;40;31;96;96;20;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;221;216;81;27;458;376;22;18;10;14;11;10;0;83958;137371;14742;184;648
03;0301;030150;1;2;1;1;1;42;20;24;16;36;35;23;17;12;12;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;0;0;146;150;11;8;0;0;0;6;0;23580;39717;5714;45;275
09;0901;090112;1;2;1;3;1;11;11;8;8;6;6;6;6;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;37;5;5;0;0;0;0;0;3447;13542;862;2;24
01;0101;010107;1;2;1;3;1;10;12;10;7;3;2;5;4;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;30;5;0;0;0;0;3;0;1007;10736;361;1;1
11;1101;110103;1;2;1;1;1;55;55;50;50;51;51;44;44;30;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0;0;0;0;0;0;0;0;0;0;0;0;242;242;27;10;0;0;0;4;0;35910;87053;6783;64;248
15;1501;150150;1;2;1;1;1;26;17;12;9;27;21;24;12;15;13;0;0;0;0;0;0;12;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;0;0;116;116;22;12;0;0;3;0;0;17901;36684;4989;29;96
24;2401;240102;1;2;1;1;1;26;26;23;23;22;22;15;15;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;96;9;7;0;0;6;9;13;17490;34456;3175;18;222
07;0701;070102;1;2;1;6;1;60;60;30;30;30;30;30;30;12;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;162;159;25;10;0;3;10;7;3;34261;58200;5362;41;374
11;1101;110104;1;2;1;6;1;10;9;19;19;16;11;13;12;10;10;5;6;4;3;3;3;15;14;0;0;2;2;2;2;5;5;5;6;0;0;2;2;5;6;3;2;1;1;9;7;0;0;129;120;13;12;3;3;3;12;2;22134;44004;4428;24;136
12;1201;120102;1;2;1;1;1;32;32;24;24;30;30;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;106;106;17;0;0;0;3;5;25;17976;38796;4664;13;57
09;0901;090112;1;2;1;1;1;55;70;0;0;0;0;41;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;96;87;0;0;0;0;0;0;0;19994;32059;3605;145;516
20;2001;200150;1;2;1;1;1;8;8;5;5;6;6;4;4;7;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;30;30;6;0;0;0;4;0;0;2398;10980;555;3;14
17;1701;170106;1;2;1;1;1;60;58;60;14;40;15;17;4;21;14;0;0;21;4;0;0;42;11;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;123;38;7;0;6;4;12;0;43750;52235;5979;110;646
13;1301;130101;1;2;1;6;1;27;27;10;10;11;11;20;20;9;9;8;8;6;6;2;2;4;4;2;2;0;0;3;3;2;2;5;5;0;0;2;2;4;4;1;1;1;1;20;20;0;0;137;137;19;9;0;2;0;9;0;25725;46834;4059;5;36
16;1601;160150;1;2;1;1;1;22;17;22;17;48;34;20;15;15;8;0;0;0;0;0;0;18;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;103;22;4;0;0;0;4;0;19535;34810;5019;21;75
06;0601;060104;1;2;1;1;1;50;49;52;51;72;68;25;24;15;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;220;211;21;5;0;0;2;16;4;36305;75414;8504;98;347
06;0601;060101;1;2;1;6;1;10;10;13;13;14;14;17;17;4;4;4;4;0;0;4;4;10;10;10;10;1;1;1;1;6;6;4;4;0;0;2;2;3;3;4;4;0;0;4;4;4;4;115;115;23;3;0;3;5;0;7;25539;42090;5409;124;272
13;1308;130802;1;2;1;1;1;50;38;38;26;50;41;34;20;16;15;0;0;0;0;0;0;14;8;10;8;0;0;0;0;0;0;0;0;8;7;0;0;0;0;0;0;0;0;0;0;0;0;220;163;13;8;0;0;4;0;21;31003;60563;6768;16;74
23;2301;230107;1;2;1;6;1;33;33;21;21;29;29;20;20;12;12;0;0;0;0;0;0;6;6;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;127;127;22;6;0;0;2;0;0;32269;48818;8508;136;293
07;0701;070102;1;2;1;1;1;37;47;26;9;39;12;31;9;16;6;0;0;0;0;0;0;19;7;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;174;91;29;12;0;0;0;0;0;23765;32981;4030;104;461
23;2301;230102;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;21;21;31;31;6;5;2;0;0;0;0;1354;11346;683;3;3
01;0101;010107;1;2;1;1;1;50;41;58;23;44;33;55;38;25;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;232;198;12;13;6;0;0;12;33;56282;59539;9176;109;512
07;0712;071201;1;4;1;1;1;0;0;0;0;38;38;0;0;20;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;58;7;2;0;6;0;2;12;14404;18474;3703;13;17
23;2301;230104;1;2;1;17;3;4;4;4;4;4;4;4;4;6;6;1;1;12;12;5;1;4;4;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;45;58;0;0;0;0;0;0;0;2164;21238;404;5;24
09;0901;090112;1;3;1;1;1;70;70;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;70;0;12;0;0;0;0;0;14491;25367;1795;36;215
18;1801;180102;1;1;5;11;1;9;9;12;12;16;16;5;5;3;3;1;1;0;0;0;0;2;2;0;0;0;0;3;3;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;54;54;7;0;0;0;0;4;2;2458;19764;1066;0;1
11;1101;110104;1;8;2;15;3;0;0;19;19;0;0;6;6;0;0;0;0;0;0;0;0;0;0;6;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55;55;0;0;5;5;0;0;91;91;2;2;0;0;0;5;5;8831;33306;1700;5;50
08;0804;080455;2;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;14;14;14;2;0;0;0;0;2;0;40;5124;40;0;0
06;0601;060103;1;5;1;1;1;22;20;5;4;0;0;0;0;3;3;0;0;0;0;0;0;0;0;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;36;32;5;0;0;0;0;2;0;2973;10645;589;0;0
06;0601;060101;1;1;5;18;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11;12;12;4;2;0;0;0;2;0;1475;4392;873;7;10
01;0101;010107;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;16;16;3;2;1;4;1;2;0;2851;5856;1613;16;6
05;0501;050104;1;12;3;18;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;14;14;0;0;0;0;0;0;0;372;5124;212;0;0
01;0101;010112;1;2;1;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;60;60;60;68;9;4;4;11;0;6;0;12041;24536;3650;21;46
09;0901;090109;1;6;2;13;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;146;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;143;146;0;0;0;0;0;0;0;35192;53403;768;0;4
17;1702;170202;1;1;5;17;3;0;0;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;7;0;0;0;0;0;0;0;451;2562;170;0;0
09;0928;092850;1;32;1;11;1;9;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;6;3294;6;0;0
23;2301;230107;1;2;1;18;2;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;46;46;51;51;6;6;0;1;6;0;2;22982;18666;2356;26;120
10;1001;100104;1;12;3;18;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;27;27;28;30;3;3;0;2;1;3;0;1883;10980;1143;1;2
17;1701;170123;1;12;3;18;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;28;28;28;28;2;6;1;4;3;0;6;5438;10248;2559;32;12
09;0901;090112;1;11;1;18;2;5;5;4;4;4;4;10;10;35;35;2;2;11;11;3;3;11;5;3;3;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;86;9;0;0;0;0;0;0;18532;31569;5359;22;102
